"icd_10_pcs","valid_flag","short_description","long_description"
"00563ZZ",1,"Destruction of Cerebral Ventricle, Percutaneous Approach","Destruction of Cerebral Ventricle, Percutaneous Approach"
"00564ZZ",1,"Destruction of Cerebral Ventricle, Perc Endo Approach","Destruction of Cerebral Ventricle, Percutaneous Endoscopic Approach"
"00570ZZ",1,"Destruction of Cerebral Hemisphere, Open Approach","Destruction of Cerebral Hemisphere, Open Approach"
"00573ZZ",1,"Destruction of Cerebral Hemisphere, Percutaneous Approach","Destruction of Cerebral Hemisphere, Percutaneous Approach"
"00574ZZ",1,"Destruction of Cerebral Hemisphere, Perc Endo Approach","Destruction of Cerebral Hemisphere, Percutaneous Endoscopic Approach"
"00580ZZ",1,"Destruction of Basal Ganglia, Open Approach","Destruction of Basal Ganglia, Open Approach"
"00583ZZ",1,"Destruction of Basal Ganglia, Percutaneous Approach","Destruction of Basal Ganglia, Percutaneous Approach"
"00584ZZ",1,"Destruction of Basal Ganglia, Perc Endo Approach","Destruction of Basal Ganglia, Percutaneous Endoscopic Approach"
"00590ZZ",1,"Destruction of Thalamus, Open Approach","Destruction of Thalamus, Open Approach"
"00593ZZ",1,"Destruction of Thalamus, Percutaneous Approach","Destruction of Thalamus, Percutaneous Approach"
"00594ZZ",1,"Destruction of Thalamus, Percutaneous Endoscopic Approach","Destruction of Thalamus, Percutaneous Endoscopic Approach"
"005A0ZZ",1,"Destruction of Hypothalamus, Open Approach","Destruction of Hypothalamus, Open Approach"
"005A3ZZ",1,"Destruction of Hypothalamus, Percutaneous Approach","Destruction of Hypothalamus, Percutaneous Approach"
"005A4ZZ",1,"Destruction of Hypothalamus, Perc Endo Approach","Destruction of Hypothalamus, Percutaneous Endoscopic Approach"
"005B0ZZ",1,"Destruction of Pons, Open Approach","Destruction of Pons, Open Approach"
"005B3ZZ",1,"Destruction of Pons, Percutaneous Approach","Destruction of Pons, Percutaneous Approach"
"005B4ZZ",1,"Destruction of Pons, Percutaneous Endoscopic Approach","Destruction of Pons, Percutaneous Endoscopic Approach"
"005C0ZZ",1,"Destruction of Cerebellum, Open Approach","Destruction of Cerebellum, Open Approach"
"005C3ZZ",1,"Destruction of Cerebellum, Percutaneous Approach","Destruction of Cerebellum, Percutaneous Approach"
"005C4ZZ",1,"Destruction of Cerebellum, Percutaneous Endoscopic Approach","Destruction of Cerebellum, Percutaneous Endoscopic Approach"
"005D0ZZ",1,"Destruction of Medulla Oblongata, Open Approach","Destruction of Medulla Oblongata, Open Approach"
"005D3ZZ",1,"Destruction of Medulla Oblongata, Percutaneous Approach","Destruction of Medulla Oblongata, Percutaneous Approach"
"005D4ZZ",1,"Destruction of Medulla Oblongata, Perc Endo Approach","Destruction of Medulla Oblongata, Percutaneous Endoscopic Approach"
"005F0ZZ",1,"Destruction of Olfactory Nerve, Open Approach","Destruction of Olfactory Nerve, Open Approach"
"005F3ZZ",1,"Destruction of Olfactory Nerve, Percutaneous Approach","Destruction of Olfactory Nerve, Percutaneous Approach"
"005F4ZZ",1,"Destruction of Olfactory Nerve, Perc Endo Approach","Destruction of Olfactory Nerve, Percutaneous Endoscopic Approach"
"005G0ZZ",1,"Destruction of Optic Nerve, Open Approach","Destruction of Optic Nerve, Open Approach"
"005G3ZZ",1,"Destruction of Optic Nerve, Percutaneous Approach","Destruction of Optic Nerve, Percutaneous Approach"
"005G4ZZ",1,"Destruction of Optic Nerve, Percutaneous Endoscopic Approach","Destruction of Optic Nerve, Percutaneous Endoscopic Approach"
"005H0ZZ",1,"Destruction of Oculomotor Nerve, Open Approach","Destruction of Oculomotor Nerve, Open Approach"
"005H3ZZ",1,"Destruction of Oculomotor Nerve, Percutaneous Approach","Destruction of Oculomotor Nerve, Percutaneous Approach"
"005H4ZZ",1,"Destruction of Oculomotor Nerve, Perc Endo Approach","Destruction of Oculomotor Nerve, Percutaneous Endoscopic Approach"
"005J0ZZ",1,"Destruction of Trochlear Nerve, Open Approach","Destruction of Trochlear Nerve, Open Approach"
"005J3ZZ",1,"Destruction of Trochlear Nerve, Percutaneous Approach","Destruction of Trochlear Nerve, Percutaneous Approach"
"005J4ZZ",1,"Destruction of Trochlear Nerve, Perc Endo Approach","Destruction of Trochlear Nerve, Percutaneous Endoscopic Approach"
"005K0ZZ",1,"Destruction of Trigeminal Nerve, Open Approach","Destruction of Trigeminal Nerve, Open Approach"
"005K3ZZ",1,"Destruction of Trigeminal Nerve, Percutaneous Approach","Destruction of Trigeminal Nerve, Percutaneous Approach"
"005K4ZZ",1,"Destruction of Trigeminal Nerve, Perc Endo Approach","Destruction of Trigeminal Nerve, Percutaneous Endoscopic Approach"
"005L0ZZ",1,"Destruction of Abducens Nerve, Open Approach","Destruction of Abducens Nerve, Open Approach"
"005L3ZZ",1,"Destruction of Abducens Nerve, Percutaneous Approach","Destruction of Abducens Nerve, Percutaneous Approach"
"005L4ZZ",1,"Destruction of Abducens Nerve, Perc Endo Approach","Destruction of Abducens Nerve, Percutaneous Endoscopic Approach"
"005M0ZZ",1,"Destruction of Facial Nerve, Open Approach","Destruction of Facial Nerve, Open Approach"
"005M3ZZ",1,"Destruction of Facial Nerve, Percutaneous Approach","Destruction of Facial Nerve, Percutaneous Approach"
"005M4ZZ",1,"Destruction of Facial Nerve, Perc Endo Approach","Destruction of Facial Nerve, Percutaneous Endoscopic Approach"
"005N0ZZ",1,"Destruction of Acoustic Nerve, Open Approach","Destruction of Acoustic Nerve, Open Approach"
"005N3ZZ",1,"Destruction of Acoustic Nerve, Percutaneous Approach","Destruction of Acoustic Nerve, Percutaneous Approach"
"005N4ZZ",1,"Destruction of Acoustic Nerve, Perc Endo Approach","Destruction of Acoustic Nerve, Percutaneous Endoscopic Approach"
"005P0ZZ",1,"Destruction of Glossopharyngeal Nerve, Open Approach","Destruction of Glossopharyngeal Nerve, Open Approach"
"005P3ZZ",1,"Destruction of Glossopharyngeal Nerve, Percutaneous Approach","Destruction of Glossopharyngeal Nerve, Percutaneous Approach"
"005P4ZZ",1,"Destruction of Glossopharyngeal Nerve, Perc Endo Approach","Destruction of Glossopharyngeal Nerve, Percutaneous Endoscopic Approach"
"005Q0ZZ",1,"Destruction of Vagus Nerve, Open Approach","Destruction of Vagus Nerve, Open Approach"
"005Q3ZZ",1,"Destruction of Vagus Nerve, Percutaneous Approach","Destruction of Vagus Nerve, Percutaneous Approach"
"005Q4ZZ",1,"Destruction of Vagus Nerve, Percutaneous Endoscopic Approach","Destruction of Vagus Nerve, Percutaneous Endoscopic Approach"
"005R0ZZ",1,"Destruction of Accessory Nerve, Open Approach","Destruction of Accessory Nerve, Open Approach"
"005R3ZZ",1,"Destruction of Accessory Nerve, Percutaneous Approach","Destruction of Accessory Nerve, Percutaneous Approach"
"005R4ZZ",1,"Destruction of Accessory Nerve, Perc Endo Approach","Destruction of Accessory Nerve, Percutaneous Endoscopic Approach"
"005S0ZZ",1,"Destruction of Hypoglossal Nerve, Open Approach","Destruction of Hypoglossal Nerve, Open Approach"
"005S3ZZ",1,"Destruction of Hypoglossal Nerve, Percutaneous Approach","Destruction of Hypoglossal Nerve, Percutaneous Approach"
"005S4ZZ",1,"Destruction of Hypoglossal Nerve, Perc Endo Approach","Destruction of Hypoglossal Nerve, Percutaneous Endoscopic Approach"
"005T0ZZ",1,"Destruction of Spinal Meninges, Open Approach","Destruction of Spinal Meninges, Open Approach"
"005T3ZZ",1,"Destruction of Spinal Meninges, Percutaneous Approach","Destruction of Spinal Meninges, Percutaneous Approach"
"005T4ZZ",1,"Destruction of Spinal Meninges, Perc Endo Approach","Destruction of Spinal Meninges, Percutaneous Endoscopic Approach"
"005W0ZZ",1,"Destruction of Cervical Spinal Cord, Open Approach","Destruction of Cervical Spinal Cord, Open Approach"
"005W3ZZ",1,"Destruction of Cervical Spinal Cord, Percutaneous Approach","Destruction of Cervical Spinal Cord, Percutaneous Approach"
"005W4ZZ",1,"Destruction of Cervical Spinal Cord, Perc Endo Approach","Destruction of Cervical Spinal Cord, Percutaneous Endoscopic Approach"
"005X0ZZ",1,"Destruction of Thoracic Spinal Cord, Open Approach","Destruction of Thoracic Spinal Cord, Open Approach"
"005X3ZZ",1,"Destruction of Thoracic Spinal Cord, Percutaneous Approach","Destruction of Thoracic Spinal Cord, Percutaneous Approach"
"005X4ZZ",1,"Destruction of Thoracic Spinal Cord, Perc Endo Approach","Destruction of Thoracic Spinal Cord, Percutaneous Endoscopic Approach"
"005Y0ZZ",1,"Destruction of Lumbar Spinal Cord, Open Approach","Destruction of Lumbar Spinal Cord, Open Approach"
"005Y3ZZ",1,"Destruction of Lumbar Spinal Cord, Percutaneous Approach","Destruction of Lumbar Spinal Cord, Percutaneous Approach"
"005Y4ZZ",1,"Destruction of Lumbar Spinal Cord, Perc Endo Approach","Destruction of Lumbar Spinal Cord, Percutaneous Endoscopic Approach"
"007",0,"Central Nervous System and Cranial Nerves, Dilation","Central Nervous System and Cranial Nerves, Dilation"
"00760ZZ",1,"Dilation of Cerebral Ventricle, Open Approach","Dilation of Cerebral Ventricle, Open Approach"
"00763ZZ",1,"Dilation of Cerebral Ventricle, Percutaneous Approach","Dilation of Cerebral Ventricle, Percutaneous Approach"
"00764ZZ",1,"Dilation of Cerebral Ventricle, Perc Endo Approach","Dilation of Cerebral Ventricle, Percutaneous Endoscopic Approach"
"008",0,"Central Nervous System and Cranial Nerves, Division","Central Nervous System and Cranial Nerves, Division"
"00800ZZ",1,"Division of Brain, Open Approach","Division of Brain, Open Approach"
"00803ZZ",1,"Division of Brain, Percutaneous Approach","Division of Brain, Percutaneous Approach"
"00804ZZ",1,"Division of Brain, Percutaneous Endoscopic Approach","Division of Brain, Percutaneous Endoscopic Approach"
"00870ZZ",1,"Division of Cerebral Hemisphere, Open Approach","Division of Cerebral Hemisphere, Open Approach"
"00873ZZ",1,"Division of Cerebral Hemisphere, Percutaneous Approach","Division of Cerebral Hemisphere, Percutaneous Approach"
"00874ZZ",1,"Division of Cerebral Hemisphere, Perc Endo Approach","Division of Cerebral Hemisphere, Percutaneous Endoscopic Approach"
"00880ZZ",1,"Division of Basal Ganglia, Open Approach","Division of Basal Ganglia, Open Approach"
"00883ZZ",1,"Division of Basal Ganglia, Percutaneous Approach","Division of Basal Ganglia, Percutaneous Approach"
"00884ZZ",1,"Division of Basal Ganglia, Percutaneous Endoscopic Approach","Division of Basal Ganglia, Percutaneous Endoscopic Approach"
"008F0ZZ",1,"Division of Olfactory Nerve, Open Approach","Division of Olfactory Nerve, Open Approach"
"008F3ZZ",1,"Division of Olfactory Nerve, Percutaneous Approach","Division of Olfactory Nerve, Percutaneous Approach"
"008F4ZZ",1,"Division of Olfactory Nerve, Perc Endo Approach","Division of Olfactory Nerve, Percutaneous Endoscopic Approach"
"008G0ZZ",1,"Division of Optic Nerve, Open Approach","Division of Optic Nerve, Open Approach"
"008G3ZZ",1,"Division of Optic Nerve, Percutaneous Approach","Division of Optic Nerve, Percutaneous Approach"
"008G4ZZ",1,"Division of Optic Nerve, Percutaneous Endoscopic Approach","Division of Optic Nerve, Percutaneous Endoscopic Approach"
"008H0ZZ",1,"Division of Oculomotor Nerve, Open Approach","Division of Oculomotor Nerve, Open Approach"
"008H3ZZ",1,"Division of Oculomotor Nerve, Percutaneous Approach","Division of Oculomotor Nerve, Percutaneous Approach"
"008H4ZZ",1,"Division of Oculomotor Nerve, Perc Endo Approach","Division of Oculomotor Nerve, Percutaneous Endoscopic Approach"
"008J0ZZ",1,"Division of Trochlear Nerve, Open Approach","Division of Trochlear Nerve, Open Approach"
"008J3ZZ",1,"Division of Trochlear Nerve, Percutaneous Approach","Division of Trochlear Nerve, Percutaneous Approach"
"008J4ZZ",1,"Division of Trochlear Nerve, Perc Endo Approach","Division of Trochlear Nerve, Percutaneous Endoscopic Approach"
"008K0ZZ",1,"Division of Trigeminal Nerve, Open Approach","Division of Trigeminal Nerve, Open Approach"
"008K3ZZ",1,"Division of Trigeminal Nerve, Percutaneous Approach","Division of Trigeminal Nerve, Percutaneous Approach"
"008K4ZZ",1,"Division of Trigeminal Nerve, Perc Endo Approach","Division of Trigeminal Nerve, Percutaneous Endoscopic Approach"
"008L0ZZ",1,"Division of Abducens Nerve, Open Approach","Division of Abducens Nerve, Open Approach"
"008L3ZZ",1,"Division of Abducens Nerve, Percutaneous Approach","Division of Abducens Nerve, Percutaneous Approach"
"008L4ZZ",1,"Division of Abducens Nerve, Percutaneous Endoscopic Approach","Division of Abducens Nerve, Percutaneous Endoscopic Approach"
"008M0ZZ",1,"Division of Facial Nerve, Open Approach","Division of Facial Nerve, Open Approach"
"008M3ZZ",1,"Division of Facial Nerve, Percutaneous Approach","Division of Facial Nerve, Percutaneous Approach"
"008M4ZZ",1,"Division of Facial Nerve, Percutaneous Endoscopic Approach","Division of Facial Nerve, Percutaneous Endoscopic Approach"
"008N0ZZ",1,"Division of Acoustic Nerve, Open Approach","Division of Acoustic Nerve, Open Approach"
"008N3ZZ",1,"Division of Acoustic Nerve, Percutaneous Approach","Division of Acoustic Nerve, Percutaneous Approach"
"008N4ZZ",1,"Division of Acoustic Nerve, Percutaneous Endoscopic Approach","Division of Acoustic Nerve, Percutaneous Endoscopic Approach"
"008P0ZZ",1,"Division of Glossopharyngeal Nerve, Open Approach","Division of Glossopharyngeal Nerve, Open Approach"
"008P3ZZ",1,"Division of Glossopharyngeal Nerve, Percutaneous Approach","Division of Glossopharyngeal Nerve, Percutaneous Approach"
"008P4ZZ",1,"Division of Glossopharyngeal Nerve, Perc Endo Approach","Division of Glossopharyngeal Nerve, Percutaneous Endoscopic Approach"
"008Q0ZZ",1,"Division of Vagus Nerve, Open Approach","Division of Vagus Nerve, Open Approach"
"008Q3ZZ",1,"Division of Vagus Nerve, Percutaneous Approach","Division of Vagus Nerve, Percutaneous Approach"
"008Q4ZZ",1,"Division of Vagus Nerve, Percutaneous Endoscopic Approach","Division of Vagus Nerve, Percutaneous Endoscopic Approach"
"008R0ZZ",1,"Division of Accessory Nerve, Open Approach","Division of Accessory Nerve, Open Approach"
"008R3ZZ",1,"Division of Accessory Nerve, Percutaneous Approach","Division of Accessory Nerve, Percutaneous Approach"
"008R4ZZ",1,"Division of Accessory Nerve, Perc Endo Approach","Division of Accessory Nerve, Percutaneous Endoscopic Approach"
"008S0ZZ",1,"Division of Hypoglossal Nerve, Open Approach","Division of Hypoglossal Nerve, Open Approach"
"008S3ZZ",1,"Division of Hypoglossal Nerve, Percutaneous Approach","Division of Hypoglossal Nerve, Percutaneous Approach"
"008S4ZZ",1,"Division of Hypoglossal Nerve, Perc Endo Approach","Division of Hypoglossal Nerve, Percutaneous Endoscopic Approach"
"008W0ZZ",1,"Division of Cervical Spinal Cord, Open Approach","Division of Cervical Spinal Cord, Open Approach"
"008W3ZZ",1,"Division of Cervical Spinal Cord, Percutaneous Approach","Division of Cervical Spinal Cord, Percutaneous Approach"
"008W4ZZ",1,"Division of Cervical Spinal Cord, Perc Endo Approach","Division of Cervical Spinal Cord, Percutaneous Endoscopic Approach"
"008X0ZZ",1,"Division of Thoracic Spinal Cord, Open Approach","Division of Thoracic Spinal Cord, Open Approach"
"008X3ZZ",1,"Division of Thoracic Spinal Cord, Percutaneous Approach","Division of Thoracic Spinal Cord, Percutaneous Approach"
"008X4ZZ",1,"Division of Thoracic Spinal Cord, Perc Endo Approach","Division of Thoracic Spinal Cord, Percutaneous Endoscopic Approach"
"008Y0ZZ",1,"Division of Lumbar Spinal Cord, Open Approach","Division of Lumbar Spinal Cord, Open Approach"
"008Y3ZZ",1,"Division of Lumbar Spinal Cord, Percutaneous Approach","Division of Lumbar Spinal Cord, Percutaneous Approach"
"008Y4ZZ",1,"Division of Lumbar Spinal Cord, Perc Endo Approach","Division of Lumbar Spinal Cord, Percutaneous Endoscopic Approach"
"009",0,"Central Nervous System and Cranial Nerves, Drainage","Central Nervous System and Cranial Nerves, Drainage"
"009000Z",1,"Drainage of Brain with Drainage Device, Open Approach","Drainage of Brain with Drainage Device, Open Approach"
"00900ZX",1,"Drainage of Brain, Open Approach, Diagnostic","Drainage of Brain, Open Approach, Diagnostic"
"00900ZZ",1,"Drainage of Brain, Open Approach","Drainage of Brain, Open Approach"
"009030Z",1,"Drainage of Brain with Drainage Device, Perc Approach","Drainage of Brain with Drainage Device, Percutaneous Approach"
"00903ZX",1,"Drainage of Brain, Percutaneous Approach, Diagnostic","Drainage of Brain, Percutaneous Approach, Diagnostic"
"00903ZZ",1,"Drainage of Brain, Percutaneous Approach","Drainage of Brain, Percutaneous Approach"
"009040Z",1,"Drainage of Brain with Drainage Device, Perc Endo Approach","Drainage of Brain with Drainage Device, Percutaneous Endoscopic Approach"
"00904ZX",1,"Drainage of Brain, Percutaneous Endoscopic Approach, Diagn","Drainage of Brain, Percutaneous Endoscopic Approach, Diagnostic"
"00904ZZ",1,"Drainage of Brain, Percutaneous Endoscopic Approach","Drainage of Brain, Percutaneous Endoscopic Approach"
"009100Z",1,"Drainage of Cerebral Meninges with Drain Dev, Open Approach","Drainage of Cerebral Meninges with Drainage Device, Open Approach"
"00910ZX",1,"Drainage of Cerebral Meninges, Open Approach, Diagnostic","Drainage of Cerebral Meninges, Open Approach, Diagnostic"
"00910ZZ",1,"Drainage of Cerebral Meninges, Open Approach","Drainage of Cerebral Meninges, Open Approach"
"009130Z",1,"Drainage of Cerebral Meninges with Drain Dev, Perc Approach","Drainage of Cerebral Meninges with Drainage Device, Percutaneous Approach"
"00913ZX",1,"Drainage of Cerebral Meninges, Percutaneous Approach, Diagn","Drainage of Cerebral Meninges, Percutaneous Approach, Diagnostic"
"00913ZZ",1,"Drainage of Cerebral Meninges, Percutaneous Approach","Drainage of Cerebral Meninges, Percutaneous Approach"
"009140Z",1,"Drain of Cereb Meninges with Drain Dev, Perc Endo Approach","Drainage of Cerebral Meninges with Drainage Device, Percutaneous Endoscopic Approach"
"00914ZX",1,"Drainage of Cerebral Meninges, Perc Endo Approach, Diagn","Drainage of Cerebral Meninges, Percutaneous Endoscopic Approach, Diagnostic"
"00914ZZ",1,"Drainage of Cerebral Meninges, Perc Endo Approach","Drainage of Cerebral Meninges, Percutaneous Endoscopic Approach"
